Территория/Регион,BasicClothingAffordability,ChildNecessitiesMetIndex,FoodInsecurity_any,BasicClothing_Hotspot,HolidayAffordability,InternetAccess,InternetAccess_Low_Hotspot,MaterialStatusDistribution,Measure,MissedPayments_Hotspot,MissedPaymentsRate,Region_HardshipScore,RegularInternetUse,SevereFoodInsecurity,SevereFoodInsecurity_Hotspot,SocialAffordability,UnexpectedExpense_Low_Hotspot,UnexpectedExpenseCoverage,UnmetHealthcare_Hotspot,UnmetHealthcareNeed,WelfareTrendDistribution,HardshipScore_Total,HardshipRank,FoodInsecurity_Hotspot
Актюбинская область,1,1,1,1,1,,1,17,,0,1,2,1,,0,1,0,1,0,,17,3,3,1
г. Алматы,1,2,1,0,1,,1,25,,0,1,2,1,,0,1,1,1,0,,25,3,3,1
Алматинская область,1,1,1,0,1,,1,15,,1,1,3,1,,0,1,0,1,0,,15,3,3,1
г. Астана,1,2,0.75,1,1,,1,26,,1,1,3,1,,0,1,0,1,0,,26,4,2,1
Атырауская область,1,1,0.666666667,0,1,,1,12,,0,0,1,1,,0,1,1,1,0,,12,2,4,0
Восточно-Казахстанская область,1,,0.75,0,1,0,1,22,,0,0,2,1,0,0,1,0,1,0,,22,2,4,1
Карагандинская область,1,,0.4,0,1,0,0,18,,0,0,0,1,0,0,1,0,1,0,,18,0,6,0
Костанайская область,1,1,0.75,1,1,,1,16,,0,0,2,1,,0,1,0,1,0,,16,3,3,1
Кызылординская область,1,1,0.666666667,0,1,,1,8,,0,0,1,1,,0,1,0,1,0,,8,1,5,0
Мангистауская область,1,,0.333333333,1,1,,1,11,,1,1,2,1,0,1,1,1,1,0,,11,5,1,0
Северо-Казахстанская область,1,,,0,1,,1,8,,1,1,2,1,,0,1,0,1,0,,8,2,4,0
Павлодарская область,1,,0.666666667,1,1,,1,28,,1,1,2,1,,0,1,0,1,0,,28,3,3,0
г. Шымкент,1,,0.75,1,1,0,1,13,,0,1,2,1,0,0,1,1,1,0,,13,4,2,1
Южно-Казахстанская область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Туркестанская область,1,1,0.666666667,1,1,,1,7,,0,0,1,1,,0,1,1,1,0,,7,3,3,0
Ұлытау область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Западно - Казахстанская область,1,1,0.5,0,1,,1,15,,1,1,2,1,,0,1,1,1,0,,15,3,3,0
Жамбылская область,1,,0.333333333,0,1,,1,7,,1,1,2,1,,0,1,1,0,0,,7,3,3,0
Жетісу область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Абайская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Акмолинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Актюбинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Алматы,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Алматинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Астана,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Атырауская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Восточно-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Карагандинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Костанайская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Кызылординская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Мангистауская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Северо-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Павлодарская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Шымкент,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Южно-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Туркестанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Ұлытау область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Западно - Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Жамбылская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Жетісу область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Абайская область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,1,0
Акмолинская область,1,1,0.75,0,1,,1,38,,1,1,3,1,,0,1,0,1,0,,38,3,2,1
Актюбинская область,1,5,0.285714286,1,1,1,0,46,,0,1,0,1,,0,1,1,1,0,,46,2,3,0
г. Алматы,1,1,0.5,0,1,,1,69,,0,1,1,1,,0,1,0,1,0,,69,1,4,0
Алматинская область,1,2,0.5,0,1,0,0,49,,1,1,1,1,0,0,1,0,1,0,,49,1,4,0
г. Астана,1,1,0.4,1,1,0,1,38,,0,1,1,0,0,1,1,0,1,0,,38,3,2,0
Атырауская область,1,,0.25,1,1,,1,15,,1,1,2,1,,0,1,1,1,0,,15,4,1,0
Восточно-Казахстанская область,1,2,0.75,1,1,,1,67,,0,1,2,1,0,0,1,0,1,0,,67,3,2,1
Карагандинская область,1,1,0.6,0,1,0,0,64,,0,1,0,1,0,0,1,1,1,0,,64,1,4,0
Костанайская область,1,3,1,1,1,0,1,54,,1,1,3,1,0,0,1,0,1,0,,54,4,1,1
Кызылординская область,1,1,0.75,0,1,,1,37,,1,1,3,1,0,0,1,1,1,0,,37,4,1,1
Мангистауская область,1,2,0.75,1,1,,1,25,,0,1,2,1,0,0,1,1,1,0,,25,4,1,1
Северо-Казахстанская область,1,,0.6,0,1,0,1,40,,1,1,2,1,0,0,1,1,1,0,,40,3,2,0
Павлодарская область,1,,0.5,1,1,,1,73,,0,1,1,1,,0,1,1,1,0,,73,3,2,0
г. Шымкент,1,1,0.75,1,1,,1,43,,1,1,3,1,,0,1,0,1,0,,43,4,1,1
Южно-Казахстанская область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,1,0
Туркестанская область,1,1,0.75,0,1,0,0,46,,1,1,2,1,1,1,1,1,1,0,,46,4,1,1
Ұлытау область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,1,0
Западно - Казахстанская область,1,1,0.8,0,1,,1,52,,1,1,3,1,,0,1,0,1,0,,52,3,2,1
Жамбылская область,1,1,0.5,1,1,0,0,37,,0,0,0,1,,0,1,0,1,0,,37,1,4,0
Жетісу область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,1,0
Абайская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Акмолинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Актюбинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Алматы,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Алматинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Астана,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Атырауская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Восточно-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Карагандинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Костанайская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Кызылординская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Мангистауская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Северо-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Павлодарская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Шымкент,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Южно-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Туркестанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Ұлытау область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Западно - Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Жамбылская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Жетісу область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Абайская область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Акмолинская область,1,2,0.6,0,1,0,1,84,,0,1,1,1,0,0,1,0,1,0,,84,1,5,0
Актюбинская область,1,1,1,0,1,0,0,87,,1,1,2,1,,0,1,0,1,0,,87,2,4,1
г. Алматы,1,2,0.833333333,0,1,0,1,99,,0,1,2,1,0,1,1,1,1,0,,99,4,2,1
Алматинская область,1,1,1,0,1,0,1,73,,1,1,3,1,0,0,1,0,1,0,,73,3,3,1
г. Астана,1,2,1,0,1,1,0,65,,1,1,2,1,0,1,1,1,1,0,,65,4,2,1
Атырауская область,1,3,0.4,1,1,0,0,36,,0,0,0,1,,0,1,1,1,0,,36,3,3,0
Восточно-Казахстанская область,1,5,0.666666667,0,1,,1,91,,0,1,1,1,0,1,1,0,1,0,,91,2,4,0
Карагандинская область,1,2,0.666666667,0,1,0,1,84,,0,1,1,1,0,1,1,1,1,0,,84,3,3,0
Костанайская область,1,2,0.5,1,1,0,1,75,,0,1,1,1,0,1,1,1,1,0,,75,4,2,0
Кызылординская область,1,1,0.6,0,1,,1,67,,0,0,1,1,0,1,1,1,1,0,,67,3,3,0
Мангистауская область,1,1,0.75,1,1,,1,41,,0,1,2,1,,0,1,1,1,0,,41,4,2,1
Северо-Казахстанская область,1,1,0.6,0,1,,1,58,,1,1,2,1,0,0,1,1,1,0,,58,3,3,0
Павлодарская область,1,2,0.75,0,1,0,0,94,,1,1,2,1,1,1,1,0,1,0,,94,3,3,1
г. Шымкент,1,3,0.5,1,1,,1,76,,0,1,1,1,0,0,1,1,1,0,,76,3,3,0
Южно-Казахстанская область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Туркестанская область,1,2,1,1,1,,1,51,,1,1,3,1,0,0,1,1,1,0,,51,5,1,1
Ұлытау область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Западно - Казахстанская область,1,3,0.5,0,1,,1,73,,1,1,2,1,,0,1,0,1,0,,73,2,4,0
Жамбылская область,1,1,0.6,1,1,,1,63,,1,1,2,1,0,1,1,1,1,0,,63,5,1,0
Жетісу область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Абайская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Акмолинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Актюбинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Алматы,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Алматинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Астана,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Атырауская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Восточно-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Карагандинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Костанайская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Кызылординская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Мангистауская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Северо-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Павлодарская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Шымкент,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Южно-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Туркестанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Ұлытау область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Западно - Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Жамбылская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Жетісу область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Абайская область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Акмолинская область,1,2,0.75,0,1,1,0,67,,1,1,2,1,1,1,1,1,1,0,,67,4,2,1
Актюбинская область,1,2,1,1,1,,1,81,,1,1,3,1,1,1,1,0,1,0,,81,5,1,1
г. Алматы,1,4,0.5,0,1,0,1,102,,0,1,1,1,0,1,1,0,1,0,,102,2,4,0
Алматинская область,1,3,0.4,0,1,,1,65,,0,0,1,1,0,0,1,1,1,0,,65,2,4,0
г. Астана,1,3,0.6,1,1,0,0,74,,0,1,0,1,0,0,1,0,1,0,,74,1,5,0
Атырауская область,1,,0.666666667,0,1,,1,34,,1,1,2,1,,0,1,0,1,0,,34,2,4,0
Восточно-Казахстанская область,1,3,0.6,0,1,,1,94,,1,1,2,1,0,0,1,0,1,0,,94,2,4,0
Карагандинская область,1,1,0.6,1,1,,1,97,,0,1,1,1,0,0,1,1,1,0,,97,3,3,0
Костанайская область,1,1,0.666666667,1,1,0,0,83,,1,1,1,1,0,0,1,1,1,0,,83,3,3,0
Кызылординская область,1,1,0.75,0,1,1,0,61,,1,1,2,1,0,0,1,0,1,0,,61,2,4,1
Мангистауская область,1,2,1,1,1,,1,41,,0,1,2,1,,0,1,0,1,0,,41,4,2,1
Северо-Казахстанская область,1,2,0.5,1,1,0,1,56,,1,1,2,1,0,0,1,1,1,0,,56,4,2,0
Павлодарская область,1,2,0.5,0,1,0,1,90,,0,1,1,1,0,1,1,1,1,0,,90,3,3,0
г. Шымкент,1,2,0.75,0,1,0,0,58,,1,1,2,1,,0,1,1,1,0,,58,3,3,1
Южно-Казахстанская область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Туркестанская область,1,1,1,1,1,,1,52,,1,1,3,1,0,0,1,1,1,0,,52,5,1,1
Ұлытау область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Западно - Казахстанская область,1,5,0.5,1,1,0,1,92,,0,1,1,1,0,1,1,1,1,0,,92,4,2,0
Жамбылская область,1,1,0.833333333,0,1,,1,55,,0,1,2,1,,0,1,1,1,0,,55,3,3,1
Жетісу область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Абайская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Акмолинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Актюбинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Алматы,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Алматинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Астана,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Атырауская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Восточно-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Карагандинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Костанайская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Кызылординская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Мангистауская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Северо-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Павлодарская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Шымкент,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Южно-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Туркестанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Ұлытау область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Западно - Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Жамбылская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Жетісу область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Абайская область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Акмолинская область,1,1,0.571428571,1,1,0,1,59,,0,0,1,1,0,0,1,0,1,0,,59,2,4,0
Актюбинская область,1,2,0.5,0,1,0,1,69,,0,1,1,1,,0,1,1,1,0,,69,2,4,0
г. Алматы,1,2,0.6,0,1,0,1,77,,1,1,3,1,0,0,1,1,1,0,,77,4,2,1
Алматинская область,1,2,0.333333333,0,1,0,1,69,,0,1,1,1,,0,1,0,1,0,,69,1,5,0
г. Астана,1,2,0.8,0,1,0,1,67,,1,1,3,1,,0,1,0,1,0,,67,3,3,1
Атырауская область,1,,0.333333333,1,1,,1,26,,1,1,2,1,,0,1,0,1,0,,26,3,3,0
Восточно-Казахстанская область,1,2,0.8,0,1,0,1,82,,1,1,3,1,,0,1,1,1,0,,82,4,2,1
Карагандинская область,1,3,0.333333333,1,1,0,0,73,,1,1,1,1,0,0,1,1,1,0,,73,3,3,0
Костанайская область,1,,1,1,1,0,1,77,,0,1,2,1,0,1,1,1,1,0,,77,5,1,1
Кызылординская область,1,1,0.6,0,1,,1,52,,0,1,2,1,,0,1,1,1,0,,52,3,3,1
Мангистауская область,1,,0.2,0,1,,1,37,,0,1,1,1,,0,1,1,1,0,,37,3,3,0
Северо-Казахстанская область,1,,0.4,0,1,0,1,56,,1,1,2,1,0,0,1,1,1,0,,56,3,3,0
Павлодарская область,1,1,1,0,1,,1,69,,1,1,3,1,0,1,1,1,1,0,,69,5,1,1
г. Шымкент,1,1,0.8,1,1,0,0,61,,0,0,1,1,,0,1,1,1,0,,61,3,3,1
Южно-Казахстанская область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Туркестанская область,1,3,0.6,1,1,,1,46,,0,0,2,1,,0,1,1,1,0,,46,4,2,1
Ұлытау область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Западно - Казахстанская область,1,2,0.6,1,1,,1,65,,0,1,2,1,0,0,1,0,1,0,,65,3,3,1
Жамбылская область,1,4,0.5,1,1,,1,46,,0,1,1,1,0,1,1,0,1,0,,46,3,3,0
Жетісу область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Абайская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Акмолинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Актюбинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Алматы,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Алматинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Астана,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Атырауская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Восточно-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Карагандинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Костанайская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Кызылординская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Мангистауская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Северо-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Павлодарская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Шымкент,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Южно-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Туркестанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Ұлытау область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Западно - Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Жамбылская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Жетісу область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Абайская область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,3,0
Акмолинская область,1,4,0.833333333,1,1,,1,126,,0,1,2,1,1,1,1,1,1,0,,126,5,2,1
Актюбинская область,1,2,0.6,0,1,0,0,128,,1,1,1,1,0,0,1,1,1,0,,128,2,5,0
г. Алматы,1,3,0.6,1,1,0,1,166,,1,1,2,1,0,1,1,0,1,0,,166,4,3,0
Алматинская область,1,2,0.4,0,1,0,0,136,,1,1,1,1,0,1,1,0,1,0,,136,2,5,0
г. Астана,1,2,0.8,0,1,,1,125,,1,1,3,1,0,0,1,0,1,0,,125,3,4,1
Атырауская область,1,2,0.75,0,1,,1,63,,0,1,2,1,0,0,1,0,1,0,,63,2,5,1
Восточно-Казахстанская область,1,2,0.75,0,1,0,1,180,,1,1,3,1,1,1,1,0,1,0,,180,4,3,1
Карагандинская область,1,2,0.5,0,1,,1,125,,0,1,1,1,0,0,1,0,1,0,,125,1,6,0
Костанайская область,1,2,1,1,1,0,1,135,,1,1,3,1,0,1,1,1,1,0,,135,6,1,1
Кызылординская область,1,2,0.75,1,1,0,1,107,,1,1,3,1,0,0,1,0,1,0,,107,4,3,1
Мангистауская область,1,3,0.666666667,1,1,0,1,64,,0,1,1,1,0,1,1,1,1,0,,64,4,3,0
Северо-Казахстанская область,1,2,0.8,1,1,,1,103,,1,1,3,1,0,0,1,1,1,0,,103,5,2,1
Павлодарская область,1,3,1,0,1,0,1,152,,0,1,2,1,0,1,1,1,1,0,,152,4,3,1
г. Шымкент,1,2,0.428571429,1,1,0,0,113,,0,1,0,1,0,0,1,1,1,0,,113,2,5,0
Южно-Казахстанская область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,3,0
Туркестанская область,1,2,0.666666667,0,1,0,1,84,,0,1,1,1,0,0,1,1,1,0,,84,3,4,0
Ұлытау область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,3,0
Западно - Казахстанская область,1,1,0.8,1,1,,1,113,,1,1,3,1,0,0,1,0,1,0,,113,4,3,1
Жамбылская область,1,2,0.6,1,1,0,0,84,,1,1,1,1,0,0,1,1,1,0,,84,3,4,0
Жетісу область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,3,0
Абайская область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Акмолинская область,1,1,0.4,0,1,0,1,23,,1,1,2,1,,0,1,0,1,0,,23,2,4,0
Актюбинская область,1,2,0.333333333,1,1,1,0,22,,1,1,1,1,,0,1,0,1,0,,22,2,4,0
г. Алматы,1,,0.333333333,0,1,,1,9,,0,0,1,1,,0,1,0,1,0,,9,1,5,0
Алматинская область,1,,,0,1,,1,17,,0,0,1,1,,0,1,1,1,0,,17,2,4,0
г. Астана,0,1,0.5,1,1,,1,8,,0,0,2,0,,0,1,1,1,0,,8,4,2,1
Атырауская область,1,1,1,0,1,,1,8,,0,1,2,1,,0,1,1,1,0,,8,3,3,1
Восточно-Казахстанская область,1,2,0.4,1,0,,1,20,,0,1,1,1,0,0,1,1,1,0,,20,3,3,0
Карагандинская область,1,,0.666666667,0,1,,1,22,,1,1,3,1,,0,1,0,1,0,,22,3,3,1
Костанайская область,1,,0.25,1,1,,1,18,,0,1,1,1,,0,1,1,1,0,,18,3,3,0
Кызылординская область,1,,0.25,0,1,,1,9,,0,0,1,1,,0,1,1,0,0,,9,2,4,0
Мангистауская область,1,,1,1,1,,1,6,,0,1,2,1,,0,1,0,1,0,,6,3,3,1
Северо-Казахстанская область,1,2,0.333333333,0,1,,1,12,,0,0,1,1,,0,1,0,1,0,,12,1,5,0
Павлодарская область,1,,0.5,0,1,,1,5,,1,1,3,1,,0,1,0,1,0,,5,3,3,1
г. Шымкент,1,,0.25,1,1,,1,7,,0,0,1,1,,0,1,1,1,0,,7,3,3,0
Южно-Казахстанская область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Туркестанская область,1,,0.333333333,1,0,1,0,10,,1,1,1,1,0,1,1,1,1,0,,10,4,2,0
Ұлытау область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Западно - Казахстанская область,1,,0.333333333,0,1,,1,17,,1,1,2,1,,0,1,0,1,0,,17,2,4,0
Жамбылская область,1,1,1,1,1,,1,14,,1,1,3,1,,0,1,1,1,0,,14,5,1,1
Жетісу область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,2,0
Абайская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Акмолинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Актюбинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Алматы,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Алматинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Астана,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Атырауская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Восточно-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Карагандинская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Костанайская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Кызылординская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Мангистауская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Северо-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Павлодарская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
г. Шымкент,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Южно-Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Туркестанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Ұлытау область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Западно - Казахстанская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Жамбылская область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Жетісу область,,,,0,,,0,,,0,,0,,,0,,0,,0,,,0,1,0
Абайская область,,,,1,,,1,,,0,,1,,,0,,1,,0,,,4,1,0
Акмолинская область,1,1,0.6,1,1,,1,59,,0,0,2,1,,0,1,1,1,0,,59,4,1,1
Актюбинская область,1,2,0.5,1,1,0,1,45,,0,1,1,1,,0,1,1,1,0,,45,3,2,0
г. Алматы,1,1,0.8,0,1,0,0,35,,1,1,2,1,,0,1,1,1,0,,35,3,2,1
Алматинская область,1,1,0.4,0,1,1,0,61,,0,1,0,1,0,0,1,0,1,0,,61,0,4,0
г. Астана,1,1,0.75,1,1,1,0,29,,1,1,2,1,0,1,1,0,1,0,,29,4,1,1
Атырауская область,1,,0.333333333,1,1,,1,21,,0,1,1,1,,0,1,1,1,0,,21,3,2,0
Восточно-Казахстанская область,1,,0.666666667,0,1,0,1,40,,0,1,2,1,,0,1,0,1,0,,40,2,3,1
Карагандинская область,1,1,0.5,0,1,,1,58,,1,1,2,1,,0,1,0,1,0,,58,2,3,0
Костанайская область,1,,0.5,0,1,0,1,39,,0,1,1,1,0,0,1,1,1,0,,39,2,3,0
Кызылординская область,1,1,0.75,1,1,,1,37,,1,1,3,1,,0,1,0,1,0,,37,4,1,1
Мангистауская область,1,1,0.6,0,1,,1,40,,1,1,3,1,,0,1,0,1,0,,40,3,2,1
